"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"1119972140827021314","1119971407612366848","69302469","2019-04-21 14:32:21 +0000","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Deasycii @NovaAstrie @erintaulany Ya emang gitu 🙊 dia juga pernah bilang, kalo bukan anggota dewan, dia udah masuk bui, gara2 mulut orasi gimana cara jatuhin presiden di acara 411 😆","","","",""
"1119971212241727491","1119968824793522176","69302469","2019-04-21 14:28:39 +0000","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Deasycii @NovaAstrie @erintaulany Buat mba @erintaulany ditunggu ADP di jeruji besi 😭","","","",""
"1119970977943658497","1119968824793522176","69302469","2019-04-21 14:27:43 +0000","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Deasycii @NovaAstrie @erintaulany FYI importnasi, Anggota Dewan punya mekanisme tersendiri, dimana kata2nya memiliki hak imunitas, itu kenapa Bapak Victor Laiskodat yang ancem bunuh segala tidak diperkarakan 🙊","","","",""
"1119829623582277633","","","2019-04-21 05:06:02 +0000","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Fahrihamzah: Ironi negara:

Rakyat menggaji KPU sbg penyelenggara pemilu yg anti kecurangan.

Rakyat menggaji POLRI untuk menjaga  kead…","1119576564981587970","120968478","2019-04-20 12:20:28 +0000",""
"1119800968550334464","","","2019-04-21 03:12:10 +0000","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @pangeransiahaan: Bekerja berhari-hari tanpa tidur itu tidak normal.

Hanya karena di kerjaan lo itu dianggap sebuah kewajaran, bukan be…","1119525872187240448","49650895","2019-04-20 08:59:02 +0000",""
"1119800439938043904","","","2019-04-21 03:10:04 +0000","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @mohmahfudmd: KPU HARUS LEBIH PROFESIONAL
Pd awal Januari 2019, sy sdh ingatkan, stl pencoblosan KPU akan diserang dgn berbagai isu: kec…","1119786363916677120","282006208","2019-04-21 02:14:08 +0000",""
"1119590707830747136","","","2019-04-20 13:16:40 +0000","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Bwahahaha https://t.co/EMZy7lCYU0","","","","https://twitter.com/haris_azhar/status/1119512126492536835"
"1118670652465012736","","","2019-04-18 00:20:42 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Dandhy_Laksono: Tak ada proses kreatif yang hanya dipupuk dari pujian. Banyak yang justru ditempa oleh caci maki, fitnah, hingga pelara…","1118356350105468928","159919812","2019-04-17 03:31:46 +0000","https://twitter.com/Dandhy_Laksono/status/1118356350105468928/photo/1,https://twitter.com/Dandhy_Laksono/status/1118356350105468928/photo/1,https://twitter.com/Dandhy_Laksono/status/1118356350105468928/photo/1,https://twitter.com/Dandhy_Laksono/status/1118356350105468928/photo/1"
"1118484586747400193","","","2019-04-17 12:01:20 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @jokowi: Terima kasih kepada seluruh rakyat yang telah menggunakan hak suara dengan sebaik-baiknya dalam Pemilu 2019 hari ini. Apa pun h…","1118481841718120449","366987179","2019-04-17 11:50:26 +0000","https://twitter.com/jokowi/status/1118481841718120449/photo/1"
"1118416480842833922","1118404864894050304","825043807955607552","2019-04-17 07:30:42 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@AkihitoKanbara_ @HarryRidwan_Ay 60x4 = berapa ya? 😆","","","",""
"1118133408524374017","1118125784986607616","216649091","2019-04-16 12:45:53 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@abdurarsyad Dan ada yang bilang 'orang2 norak nonton sexykillers auto jadi aktivis' ,duh sejak kapan bangsa ini alergi sma sikap rasa cinta kpd tanah air, apa jangan2 ini krn isinya kebetulan bnyk mengupas org2 di sekitar slh satu paslon yg mereka dewakan? Ada2 aja sobat 'autopolitikus'","","","",""
"1118105955214843905","","","2019-04-16 10:56:47 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yang ditakutin sama yang kontra sebenernya swing voters yang tiba2 pindah haluan, karena filmnya bias ke salah satu paslon, bisa diliat dari buzzer2 yg risih sama film itu. #sexykillers","","","",""
"1118077284009725954","","","2019-04-16 09:02:52 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Dandhy_Laksono: ""Saya mau hemat listrik.""
""Saya mau pasang solar panel.""
""Saya mau Golput saja.""
""Saya mau berhenti beli saham anu.""
""S…","1118009733946851330","159919812","2019-04-16 04:34:26 +0000",""
"1117969280044154881","","","2019-04-16 01:53:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @rxcheese: Ini kejadian udah 4 tahun yang lalu. Iye udah lama emang. Tapi saya ga bakal lupa. Hehehe. Gpp. Si doi udah biasa kalo saya n…","992834968106647552","2976832417","2018-05-05 18:34:37 +0000",""
"1116287901711552512","1116286162035863552","1480852322","2019-04-11 10:32:30 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@mirazh_me @luviku @UG_Moody 'Jangan bapak beri saya jabatan' yaa ampunn... terharu","","","",""
"1116125050841681920","","","2019-04-10 23:45:23 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @addiems: Mari kita doakan semoga Ibu Ani Yudhoyono diberikan kesembuhan. 

🙏🙏🙏 https://t.co/72LVU5w2zM","1116013985315213313","94805910","2019-04-10 16:24:03 +0000","https://twitter.com/addiems/status/1116013985315213313/photo/1,https://twitter.com/addiems/status/1116013985315213313/photo/1"
"1115801303249108993","","","2019-04-10 02:18:55 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @softshyboi: Terimakasih @GrabID sudah berbagi kebahagiaan kepada  Rekan kerja saya. Terharu saya melihatnya https://t.co/xijMXn6EuB","1115173244762447872","1072197266469937154","2019-04-08 08:43:15 +0000","https://twitter.com/softshyboi/status/1115173244762447872/video/1,https://twitter.com/softshyboi/status/1115173244762447872/video/1"
"1115790503553798146","","","2019-04-10 01:36:01 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TirtoID: Frans Kaisiepo, Pahlawan Nasional Republik Indonesia, meninggal dunia tepat hari ini 40 tahun lalu. Beberapa belas tahun kemud…","1115766343687704576","4187275698","2019-04-10 00:00:00 +0000","http://tirto.id/bLoW"
"1115732309951410176","","","2019-04-09 21:44:46 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TirtoID: Para pelaku penganiayaan AY bisa dimintai pertanggungjawaban hukum, meski misalnya mereka masih di bawah umur.

https://t.co/0…","1115611365513633796","4187275698","2019-04-09 13:44:11 +0000","https://tirto.id/dlAY"
"1115404060390121472","","","2019-04-09 00:00:25 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TirtoID: Generasi Z, usia 18 sampai 22 tahun, diklaim sebagai generasi paling kesepian dan mengalami masalah kesehatan lebih buruk keti…","1115241634726387714","4187275698","2019-04-08 13:15:00 +0000","http://tirto.id/dlxk,https://twitter.com/TirtoID/status/1115241634726387714/photo/1,https://twitter.com/TirtoID/status/1115241634726387714/photo/1,https://twitter.com/TirtoID/status/1115241634726387714/photo/1,https://twitter.com/TirtoID/status/1115241634726387714/photo/1"
"1114819929570570241","","","2019-04-07 09:19:18 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Keseleo https://t.co/DRNJcFnVac","","","","https://twitter.com/hafidz_ary/status/1114762087429840896"
"1114509925567225856","1114504422321557505","2523611274","2019-04-06 12:47:27 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@FDerKanzler @Fahrihamzah @01_commando Jadi ada wakil rakyat sekaligus rakyat? Hhmm... kalo bego jangan bikin statement. Wakil rakyat dan rakyat jelas beda, tapi kalo warga negara semua sama, wakil rakyat dan rakyat sama2 warga negara. Mungkin yang dimaksud situ warga negara kali 😂 tapi tetep sih bego mirip jae.","","","",""
"1113015583706996736","","","2019-04-02 09:49:28 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ARisnawan82: Kutip :Prof Salim Said, Presiden Menolak Delegasi Uighur yang didampingi Prof. Dien Syamsudin, yang akan memberikan hadiah…","1112801467616776192","3719816714","2019-04-01 19:38:39 +0000","https://twitter.com/ARisnawan82/status/1112801467616776192/video/1"
"1112950008691621888","","","2019-04-02 05:28:54 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @lokataru_id: Mulai 1 April 2019 layanan air gratis di DKI Jakarta!!!

#HakAtasAir https://t.co/m85DFuwPbP","1112627294751748096","876719959660929024","2019-04-01 08:06:33 +0000","https://twitter.com/lokataru_id/status/1112627294751748096/video/1,https://twitter.com/lokataru_id/status/1112627294751748096/video/1"
"1112945960609443840","1112943731408162816","366987179","2019-04-02 05:12:49 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@jokowi ESEMKA gimana pak @jokowi ?","","","",""
"1112190391590125569","1112188637674823681","102215394","2019-03-31 03:10:27 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Arie_Kriting @bukanpriayi Iya, waras sampe 17april, abis itu gila karena kalah 😆","","","",""
"1111801512282345474","","","2019-03-30 01:25:11 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @saididu: Sesuai komunikasi saya dg bbrp pensiunan pimpinan BUMN, mereka menyatakan baru kali ini BUMN betul2 digerakkan untuk kegiatan…","1111798425450770432","244818364","2019-03-30 01:12:55 +0000",""
"1111697264353828864","1111335477326434304","102215394","2019-03-29 18:30:56 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Arie_Kriting Kalo salah bilang salah, g usah dicari2 maklum2nya. Gitu Rie cara mikir warasnya.","","","",""
"1111598038206676992","","","2019-03-29 11:56:39 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sikut pak kyaaa... https://t.co/56lo1Y9bEh","","","","https://twitter.com/kafiradikal/status/1111133084114518018"
"1111597676590592001","1111592364705865728","18129942","2019-03-29 11:55:13 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@tempodotco @saididu Kirain 2 minggu pak kaya ngaciro 😀, panggil ahli IT 2minggu beres 😆","","","",""
"1111597403927248897","1111596833850048512","366987179","2019-03-29 11:54:08 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@jokowi Siap pak de @jokowi . Jangan lupa coblos @prabowo 👍","","","",""
"1111594754771283968","","","2019-03-29 11:43:36 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @zarryhendrik: ""Kelak, saat mimpi telah nyata di rumah kita dan dengan tersenyum rohku terlepas dari tubuh, tetap, selamanya aku di hati…","1111543442495070208","54741308","2019-03-29 08:19:42 +0000","https://twitter.com/zarryhendrik/status/1111543442495070208/photo/1"
"1111577430982942720","1111576408885592064","908972200727781376","2019-03-29 10:34:46 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@NurCahy65252860 @detikcom Haha.. kepilih lgi? Masih ad janji2 5thun llu yg ga bisa diselesein boss","","","",""
"1111563104469450758","1111557173933268992","908972200727781376","2019-03-29 09:37:50 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@NurCahy65252860 @detikcom Hallo @NurCahy65252860 tdi bles twitny pdhal cepet, sekrg kok malah loyo 😆 kasian kemakan tipuannya sendiri 🤣","","","",""
"1111558126468100096","1111557173933268992","908972200727781376","2019-03-29 09:18:03 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@NurCahy65252860 @detikcom Lho itu temanmu? jadi kamu berteman sama yg doyan korupsi? Kok mirip ya sama doi yg temenan sama romi koruptor 🤔","","","",""
"1111556800610877440","1111451932994895873","908972200727781376","2019-03-29 09:12:47 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@NurCahy65252860 @detikcom Segitu rendahnya anda menilai para ASN. Saking ngebetnya bela jokowi.","","","",""
"1111485915812106245","1111485635037200384","4187275698","2019-03-29 04:31:07 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@TirtoID Silahkan netizen ditunggu tausiahnya","","","",""
"1111478510462205958","","","2019-03-29 04:01:41 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TirtoID: Beberapa pihak terkejut dengan keputusan Apple. Terlepas dari pendapat yang berseliweran, satu hal yang pasti: layanan baru Ap…","1111478084434305025","4187275698","2019-03-29 04:00:00 +0000","https://tirto.id/dkpn"
"1111460849548288000","1111188600207503365","452317761","2019-03-29 02:51:31 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@kandargalang @saididu @laskar_minang @CakKhum @BangPino_ @zarazettirazr Padahal @jokowi udah nengok lhoo.. 😆😆😆","","","",""
"1111219946879512577","1111192973239173120","151313825","2019-03-28 10:54:15 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@pramonoanung SetKab rasa buzzer
 Cihh!!","","","",""
"1110792621566234624","","","2019-03-27 06:36:13 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Psychonesian_: Ayo kalian semua harus sadar, “disitu udah ga ada lg yg namanya cinta, yg ada hanya menguasai”.- @pergijauh https://t.co…","1110088056986468352","200338838","2019-03-25 07:56:31 +0000","https://twitter.com/Psychonesian_/status/1110088056986468352/video/1"
"1110785780736155649","1110785048825884673","3115575722","2019-03-27 06:09:02 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@HabsyHabsyie @TirtoID Clear ya, jadi masalahmu disini memang dengan fatwa2 MUI. Jadi ga perlulah menuduh alquran dan hadis sebagai sumber inspirasi terorisme.","","","",""
"1110784845062393856","1110781429099585536","3115575722","2019-03-27 06:05:19 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@HabsyHabsyie @TirtoID Sudahlah, tak perlu mnyempitkan makna terorsme hnya terkait satu glongan, Siapa saja, dri agama mna sj punya potensi untuk berbuat kjahatan terorisme. Klo premis kmu msih sma, pertanyaannya, apkah aksi terorisme yg baru2 ini di NZ jga plakunya terinspirasi dari alquran dan hadis?","","","",""
"1110783577665363968","1110781429099585536","3115575722","2019-03-27 06:00:16 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@HabsyHabsyie @TirtoID Sebab sudah cacat interpretasi mereka teehadap alquran dan hadis.","","","",""
"1110783375978094592","1110781429099585536","3115575722","2019-03-27 05:59:28 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@HabsyHabsyie @TirtoID Jadi masalahmu dengan Alquran dan hadis atau dengan MUI? Kalau dengan lembaga itu jangan lah bawa2 alquran dan hadis.
Sudah lah, Terorisme adalah perbuatan yang menyimpang, jangan mengkaitkan atau menyalahkan alquran dan hadis. Kalo kamu mau menyalahkan salahkan lah kpda pelakuny","","","",""
"1110775926940286981","1110774014287314944","3115575722","2019-03-27 05:29:52 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@HabsyHabsyie @TirtoID Wut? Alquran dan hadis menginspirasi perbuatan terorisme?
Jadi sudah sampai sini to reduksi makna akan terorisme dan mulai adanya pengkaitan bahwa terorisme adalah identik dengan Islam.","","","",""
"1110774753151746048","","","2019-03-27 05:25:13 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TirtoID: Di AS, menyalahkan gim sebagai biang keladi serangan teror adalah cara pemerintah konservatif menutupi kegagalan mereka dalam…","1110768408520519680","4187275698","2019-03-27 05:00:00 +0000","http://tirto.id/dkkF"
"1110765937857183744","","","2019-03-27 04:50:11 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MafiaWasit: Terus fungsinya penerjemah ini apa? https://t.co/mM0jo2lcaa","1110438336303230976","2794327166","2019-03-26 07:08:24 +0000","https://twitter.com/andyrevikanz/status/1110409854911311872/video/1,https://twitter.com/andyrevikanz/status/1110409854911311872/video/1"
"1110707551421685765","1110703595278618624","3102442327","2019-03-27 00:58:10 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@psi_id Narasi psi makin kesini makin bias, menggambarkan ketidaktahuan bagaimana kerja legislatif dan eksekutif yang sangat berbeda. Maaf mulai sekarang apapun yang berbau psi saya unfollow.","","","",""
"1109816117818589184","1109815263325646850","1092816793230397441","2019-03-24 13:55:56 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@JamalMa30398315 @SherlyMam01 @saididu Jadi pak de yg waras nanya ke saya yang kurang waras ini? 😪","","","",""
"1109813368871751681","1109811027703549952","1092816793230397441","2019-03-24 13:45:01 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@JamalMa30398315 @SherlyMam01 @saididu Mau sok bijak pak de? Liat lgi deh apa yg udah pak de retweet dan like, masih mau bilang ga penting siapa yg presiden? Jadi nuduh orang g berbuat apa2 nih pak de? Jadi anti kritik juga pak de? 
Yaa ampunn... waras sekali anda 👍","","","",""
"1109809793072427008","1109808020362428417","1092816793230397441","2019-03-24 13:30:48 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@JamalMa30398315 @SherlyMam01 @saididu Harap dibedakan antara udah males naggepin dan ngambek. Gitu aja masa gak ngerti pak de? 😴","","","",""
"1109807898761134081","1109806941017001984","1092816793230397441","2019-03-24 13:23:16 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@JamalMa30398315 @SherlyMam01 @saididu Iya deh yang waras.. met ngbuzzer y pak de 😊.","","","",""
"1109806180367392768","1109805389963382810","1092816793230397441","2019-03-24 13:16:27 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@JamalMa30398315 @SherlyMam01 @saididu Lha.. apa yang perlu dibaca dengan seksama? 🤣
Tolong dong pak de Ngaciro, cari buzzer yg pinteran dikit alibinya.","","","",""
"1109804423063048192","1109802713749950466","1092816793230397441","2019-03-24 13:09:28 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@JamalMa30398315 @SherlyMam01 @saididu Lho @saididu kan aktif di twitter, emang ada gitu media yang liput khusus om Didu? 😀
Atau jangan2 pake akun kloningan yaa 😆😆😆","","","",""
"1109803910305181697","","","2019-03-24 13:07:26 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @dw_saptarini: Yth. Presiden @jokowi , 
Kenapa Anda yang meresmikan @mrtjakarta ?
Padahal status perusahaan BUMD &amp; kepemilikannya 99,99%…","1109698374469468160","2902561350","2019-03-24 06:08:04 +0000","https://twitter.com/dw_saptarini/status/1109698374469468160/photo/1"
"1109802292084015104","1109626436111917056","1092816793230397441","2019-03-24 13:01:00 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@JamalMa30398315 @SherlyMam01 @saididu Baru gabung Februari kok bilang ngikutin dari awal? Persis kek junjungannye, kang Tipu.","","","",""
"1109707344475111425","","","2019-03-24 06:43:42 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @haris_azhar: salah satu faktanya adlh, Orang Berada cukup bayar 10.000 per bulan untuk air sementara orang MISKIN yang tidak langganan…","1109462075636625409","185068109","2019-03-23 14:29:06 +0000","https://twitter.com/haris_azhar/status/1109441163759636480"
"1109700738865782784","1109437022345691136","41730943","2019-03-24 06:17:28 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@VIVAcoid Yaudah mundur aja pak @jokowi","","","",""
"1109424866313170944","1109410759623110656","120968478","2019-03-23 12:01:14 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Fahrihamzah Mau lawan rakyat pak @jokowi ? Yaa ampunnn.. gitu2 mereka juga yang bisa buat bapak pergi2 naik pesawat, bisa lempar bingkisan sana-sini, bisa tidur enak di istana 🙂","","","",""
"1109363614383640576","1108973298073763840","703795393964838912","2019-03-23 07:57:51 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@nay_shihab Duh mulutnya @jokowi mirip buzzer.","","","",""
"1109362889675018240","1109327343015727105","1090901751517999104","2019-03-23 07:54:58 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@dj_ririn @FaldoMaldini Bang @FaldoMaldini kalo nglike pilih2 lah bang.. saya kaget liat ini muncul di timeline karena abang like.","","","",""
"1108918822050762752","","","2019-03-22 02:30:24 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Arbarwijaya_: 1. Pemira UIN JKT harusnya dilaksanakan di bulan Desember 2018, namun akibat ulah KPU UIN JKT yang mengubah hasil fit and…","1108751846112296960","1043173601715806208","2019-03-21 15:26:54 +0000",""
"1108753484210278400","1108748365192257543","131288046","2019-03-21 15:33:24 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@NunoSihombing @Morenho03607545 @TeddyGusnaidi @Gerindra Kalo iya pelakunya, kok bisa @KPU_ID lolosin sih? Padahal sebelum disahkan sebagai capres , seseorang harus memenuhi syarat2 yang ada lho, seperti tidak terlibat kejahatan berat 🙂.
Ayoo bong mikir waras 😜","","","",""
"1108602956104949761","1108593601812918274","747575754293010432","2019-03-21 05:35:16 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@irfanrahman_udd @BennBoyOde @Arie_Kriting Nah ini salah satu argumen pinter, jenius bahkan 👍
Mantap emang pendukung jae","","","",""
"1108602252447473664","1108594409514254336","1096569179237318656","2019-03-21 05:32:28 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Aufal_triyani @Arie_Kriting NGAKAK AKU. WKWKWKKWKWK @Arie_Kriting","","","",""
"1108550291488571392","1108544358834294784","45744157","2019-03-21 02:06:00 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Danielpri @TeddyGusnaidi Kok kampret?","","","",""
"1108538028434182144","1108534829685997568","478546649","2019-03-21 01:17:16 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@TeddyGusnaidi Tumben, biasanya nyruduk aturan 😀","","","",""
"1108349049453723648","1108309967017136135","1058764876456185856","2019-03-20 12:46:20 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@irfan48095076 @MusliModerat 'Nuruti Uang'
Ngguyu ngakak aku 🤣🤣🤣","","","",""
"1108284266029301760","","","2019-03-20 08:28:54 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ramein ahh
#INAelectionObserverSOS","","","",""
